,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
34843,0.438,Los Temerarios,0.396,253400,0.7390000000000001,0,4316Ntihofu3zTa7b5OeGT,0.000485,7,0.353,-7.505,1,Ya Me Voy para Siempre,52,1997-06-01,0.0632,82.416,0.377,1997
18170,0.0678,"David Guetta', 'Sia",0.604,245040,0.7879999999999999,0,0lHAMNU8RGiIObScrsRgmP,0.153,0,0.127,-3.673,0,Titanium (feat. Sia),66,2011-08-26,0.103,126.06,0.301,2011
17529,0.922,"Johann Strauss II', 'Georges Prêtre', 'Wiener Philharmoniker",0.542,158733,0.629,0,7F2dQHfen4DxMIFylI3BvK,0.581,9,0.74,-16.031,1,"Tritsch-Tratsch Polka, Polka schnell, Op. 214",29,2008,0.401,89.516,0.512,2008
113472,0.81,na Not Applicable,0.603,29360,0.3720000000000001,0,0NBeO1MJqNgoOdLCMOnW0w,1.03e-06,11,0.508,-21.155,1,Intermission,0,1954-02-08,0.943,96.61,0.946,1954
129940,0.992,محمد فوزي,0.485,179541,0.309,0,4GVeS1dy1StCiblejsfLFd,0.5670000000000001,5,0.147,-5.8729999999999976,0,ذهب الليل,10,1955-01-01,0.0342,97.271,0.596,1955
75532,0.116,"The Weeknd', 'Ed Sheeran",0.501,260640,0.403,1,6J7PIkhtHwmFjPLq0SyuPj,1.03e-05,7,0.124,-9.611,1,Dark Times,67,2015-08-28,0.0747,132.608,0.27,2015
58754,0.989,Francisco Canaro,0.578,188587,0.301,0,6rEpiPBHygvhd6lh35sTsB,0.0183,6,0.131,-23.892,1,Compañero - Instrumental (Remasterizado),0,1927-08-23,0.0487,109.396,0.359,1927
87667,0.972,Karen Taylor-Good,0.349,141933,0.043,0,1Fs3wgPkw1WfWy2f5vITsX,0.000601,9,0.112,-20.96,1,Stay Awake,33,1988-01-01,0.0345,79.168,0.17800000000000002,1988
17719,0.000157,Rank 1,0.6629999999999999,115484,0.772,0,3kObPruyrhvOyluiKNw0bv,0.905,11,0.327,-8.455,1,Symfo (Sunrise Festival Theme 2009) [ASOT 437] - Original Mix,20,2009-12-31,0.0509,133.0,0.49,2009
26209,0.918,Cuco Sánchez,0.547,181200,0.106,0,6VTlrr7j23GkOCTjAwIUOL,0.0,7,0.113,-18.331,1,La Que Sea,21,1954,0.0498,141.57,0.415,1954
21509,0.995,Sofia Vempo,0.392,177147,0.391,0,19Bu330xRSbRrEQYldqkeb,0.37,9,0.13699999999999998,-11.201,1,"Den ehis tipota, ma ehis kati",0,1930-01-01,0.0389,115.399,0.384,1930
3913,0.722,"Duke Ellington', 'Duke Ellington Orchestra",0.5870000000000001,142627,0.556,0,6ejDX4lnx4ZzSoLgpkfLOV,0.353,3,0.682,-16.121,0,Ko-Ko,9,1940-01-01,0.224,98.809,0.5579999999999999,1940
64939,0.986,Pete Seeger,0.574,130280,0.307,0,2PeKpAz2tapTbmD9SDXlif,0.0049,8,0.339,-16.198,1,Red River Valley,22,1962-01-01,0.0393,95.922,0.672,1962
122704,0.00995,Rautu,0.5579999999999999,132928,0.649,0,2kY7WzwjmMqIj6gh3BJERs,0.00624,2,0.211,-8.294,1,Fuga,0,2020-12-29,0.0284,129.999,0.28,2020
77104,0.995,"Johannes Brahms', 'Vladimir Horowitz",0.26,94133,0.0246,0,5GrmN8d4ZcaP1S6JSx8HwV,0.867,8,0.127,-28.361,1,"Waltz, Op. 35, No. 15 in A-Flat",1,1928,0.0384,65.47399999999999,0.121,1928
72463,0.5770000000000001,Los Caminantes,0.8,153880,0.379,0,4DesRtzzHhvwZV7Zxnme7x,0.0,4,0.142,-11.139,1,Sueno De Amor,45,1999-07-20,0.13,113.463,0.941,1999
112408,0.964,Lata Mangeshkar,0.6609999999999999,173507,0.264,0,2QLAg5Mbu33vNgfrnYKZku,0.000251,0,0.0978,-10.118,0,Mast Pawan Hai Chanchal Dhara,0,1949-08-24,0.0507,75.75399999999998,0.569,1949
9115,0.08199999999999999,Neil Diamond,0.493,138680,0.748,0,4TjLCeEOgCXoFloPqq4mn9,9.64e-06,4,0.2,-4.769,1,Someday Baby,24,1968,0.0265,95.931,0.8340000000000001,1968
114391,0.964,Henry Mancini,0.679,214000,0.213,0,0xQfRFLnD1pRYrM8KpwMxq,0.8809999999999999,0,0.112,-16.88,0,Brief and Breezy,12,1959,0.0402,127.974,0.494,1959
36061,0.655,MF DOOM,0.82,200653,0.677,1,7zaM5CKsaSqh4NBlXa5MJJ,1.7e-06,3,0.0668,-6.349,1,Potholderz feat. Count Bass D,61,2004-11-16,0.28800000000000003,87.204,0.73,2004
160124,0.731,Эрнест Хемингуэй,0.6779999999999999,99457,0.303,1,1ln69lOjlgm0RAnQJdyfrf,0.0,0,0.376,-16.461,1,"Часть 55.4 & Часть 56.1 - За рекой, в тени деревьев",0,1950,0.914,91.083,0.53,1950
131129,0.5920000000000001,Jimmy Scott,0.241,192160,0.14400000000000002,0,4gme3wFYsDGZzHaqRKN3vB,1.64e-05,10,0.171,-12.644,0,Sometimes I Feel Like A Motherless Child,16,1960-01-01,0.0357,175.96400000000003,0.191,1960
92141,0.0034700000000000004,"Bo Cendars Ft Sandy Estrada', 'Sandy Estrada",0.805,273281,0.88,0,5LycgadeK5eMJuPEbt5RfG,0.624,7,0.0802,-3.702,1,Quieres Más,0,2011-12-30,0.0458,130.015,0.319,2011
25419,0.71,"Georgette Heyer', 'Brigitte Carlsen",0.626,142617,0.247,0,0kF3g3l9jsL2MQEgGO7CFh,0.0,10,0.35700000000000004,-18.879,0,Kapitel 66 - Die drei Ehen der Grand Sophy,7,1950,0.963,82.60600000000002,0.53,1950
62129,0.989,"Giacomo Puccini', 'Richard Tucker', 'Francesco Valentino', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra",0.177,165867,0.213,0,1pZKYgbgK9yq5YIIwjMwN2,0.4270000000000001,0,0.171,-17.852,1,"La Bohème: O Mimì, tu piú non torni",0,1948,0.0374,97.863,0.133,1948
40697,0.977,"Francisco Canaro', 'Agustín Irusta",0.425,197493,0.455,0,3ykJ0Gg4nRHUTxmYGaO5sy,0.014,7,0.39,-12.326,0,Corazón Desierto - Remasterizado,0,1932-12-26,0.0769,178.5,0.7040000000000001,1932
44861,0.873,"Lou Donaldson', 'Clifford Brown",0.56,260655,0.281,0,7w606OLfF5bLIOvSPUYJGC,0.7290000000000001,5,0.177,-9.472,1,You Go To My Head,6,1953-01-01,0.0397,129.37,0.485,1953
111362,0.994,"Frédéric Chopin', 'Oscar Levant",0.34,193867,0.0992,0,60owx4fGCp918GlEFb2r6n,0.8690000000000001,1,0.13,-24.113000000000003,0,"Waltz No. 7 in C-Sharp Minor, Op. 64, No. 2 (Remastered)",0,1942,0.0364,110.637,0.16,1942
47864,0.0809,The Doors,0.402,112707,0.358,0,5XZKjnMgqL4fHTS5at7657,0.000144,2,0.201,-15.56,1,Wintertime Love,40,1968-07-03,0.0342,169.695,0.662,1968
152251,0.141,Grateful Dead,0.7829999999999999,248529,0.499,0,2ZDgmKOcG4H2ipXUQoffRi,0.004520000000000001,2,0.184,-13.761,1,When Push Comes to Shove - 2013 Remaster,25,1987,0.0306,108.531,0.956,1987
122200,0.0017399999999999998,Metallica,0.515,472693,0.512,0,6mb5AfuKhjaU1l1eyDQEXy,0.000134,9,0.106,-6.017,1,Loverman,36,1998-11-24,0.0429,128.958,0.255,1998
127584,0.969,Rita Ampatzi,0.6,222400,0.306,0,3afh45P0RHoa5KvhxDXDjI,0.0349,2,0.136,-10.806,1,To Paixndi Tou Amerikanou,0,1940-01-01,0.0351,94.194,0.447,1940
129658,0.985,"Giacomo Puccini', 'Maria Callas', 'Dario Caselli', 'Giuseppe Di Stefano', 'Orchestra Del Teatro Alla Scala, Milano', 'Victor de Sabata",0.302,145840,0.0802,0,1hWtMEFobHZrhUslV4cjqd,1.4499999999999993e-05,4,0.109,-16.477999999999998,0,"Puccini: Tosca, Act 3: ""E non giungono"" (Tosca, Cavaradossi, Jailer)",4,1953,0.0521,173.497,0.179,1953
113145,0.947,Alan Mills,0.845,92133,0.127,0,1CD3J5cGki6DheWJWBspv5,0.574,1,0.103,-20.456,1,A Great Big Sea Hove in Long Beach,1,1953-01-01,0.0654,105.886,0.922,1953
70253,0.022,Cocteau Twins,0.415,201507,0.8059999999999999,0,1vS66EUCGo1GNlsBvGYWIA,0.0197,0,0.123,-6.414,0,Blue Bell Knoll,39,1988-09-19,0.031,110.09,0.428,1988
160237,0.979,"Giuseppe Verdi', 'Fernando Previtali', 'Orchestra Sinfonica e Coro di Roma della RAI",0.512,104426,0.103,0,2yLhXhAIgrSXxSaENRLi5d,0.0,11,0.235,-15.3,1,"Verdi : La battaglia di Legnano : Act 3 ""Campioni della morte, un altro labbro"" [Arrigo, I Cavalieri]",0,1951,0.0602,79.14699999999998,0.138,1951
6301,0.8540000000000001,Debbie Reynolds,0.703,87667,0.486,0,63w2kmmNq5lR3yzToSZ8Kg,6.14e-06,10,0.299,-10.465,1,All I Do Is Dream of You,26,1952-04-11,0.0646,120.845,0.971,1952
15817,0.173,Citizen King,0.758,207027,0.8959999999999999,0,460Wn6Dq2uMviG5nPXtPnb,3.18e-05,9,0.136,-3.3110000000000004,1,Better Days (And the Bottom Drops Out),56,1999-02-26,0.0501,94.911,0.797,1999
123155,0.317,Alan Jackson,0.621,422240,0.374,0,1U6KEQuL5wPJZMR0iHvzqh,0.00378,7,0.0715,-11.06,1,The Blues Man,48,2003-10-09,0.0243,97.078,0.298,2003
162052,0.835,Frank DeVol & The Rainbow Strings,0.159,191107,0.177,0,68BD2JvFMUvNplhPCmn9TZ,0.865,7,0.344,-12.462,1,"Joy to the World / Away in a Manger / God Rest Ye Merry, Gentlemen",7,1960-01-01,0.0335,84.458,0.232,1960
76284,0.263,James TW,0.6809999999999999,216560,0.453,0,0TXNKTzawI6VgLoA9UauRp,0.0,7,0.0543,-6.09,1,When You Love Someone,78,2019-04-26,0.0278,125.772,0.348,2019
137332,0.764,My Bloody Valentine,0.231,206267,0.452,0,4Yzom8WJVugy6Z1A58d1gp,0.8640000000000001,10,0.111,-16.886,0,Moon Song (EP Version),28,1991-02-20,0.0418,99.951,0.233,1991
117774,0.0943,Chicago,0.364,233333,0.512,0,2vjzYvlC3DoVNEsIJZF20o,0.273,11,0.284,-8.774,1,Together Again,30,1976-06-14,0.027000000000000003,136.993,0.476,1976
168361,0.108,Einstürzende Neubauten,0.374,313307,0.295,0,5HBUDrdplsitbrwYYXFH6u,0.0141,2,0.0983,-8.281,0,The Garden,26,1991-05-21,0.0317,93.371,0.126,1991
102813,0.0159,George Thorogood & The Destroyers,0.667,284133,0.6729999999999999,0,7r9xNINqVPDESTPGSDC2sE,0.00114,11,0.0922,-14.568,1,Blue Highway,35,1982-01-01,0.033,123.58,0.857,1982
114995,0.638,John Lee Hooker,0.456,150269,0.29600000000000004,0,6EdBagK4kqITdw34mBzTof,0.0343,10,0.108,-12.578,1,A New Leaf,18,1962-01-01,0.0387,174.549,0.4270000000000001,1962
34210,0.0462,Clay Walker,0.588,263533,0.581,0,5sp0v1NDTtfzcPMtFotz80,0.0,6,0.0525,-9.216,0,This Woman and This Man,48,1994-09-16,0.033,148.02,0.429,1994
110179,0.897,"WoT Music Team', 'Ivan Kucherenko",0.145,118986,0.0895,0,7mrM4O2EnvUr1p4gCn5a7o,0.785,0,0.0907,-22.665,1,New Year Collection 2020,5,2020-12-15,0.0429,140.717,0.0704,2020
89673,0.265,DMX,0.624,289173,0.741,1,2iTnghjXSfNH1sE8FiE0ZE,0.0,11,0.0592,-9.844,0,Ain't No Way,40,1998,0.387,169.59799999999996,0.573,1998
59536,0.775,Эрих Мария Ремарк,0.7170000000000001,126400,0.142,1,5P8I96uOgcfEnmq2yko0Wm,0.0,2,0.105,-16.908,1,Часть 21.4 - Обратный путь,0,1931,0.943,127.663,0.498,1931
25882,0.884,MGM Studio Orchestra,0.297,66267,0.316,0,6kq3doF5YFFaBkDBbJ7SRh,0.8440000000000001,5,0.345,-14.899,0,Tango (Temptation),7,1952-04-11,0.0491,84.274,0.573,1952
16778,0.09,Everclear,0.508,231293,0.906,0,6AeaHSbcFS6QX6NsZNhKnP,2.26e-06,10,0.138,-3.477,1,Learning How To Smile - Remastered,16,2004-01-01,0.0643,99.021,0.405,2004
36062,0.00883,Paul Carrack,0.578,233270,0.765,0,7Jv8ah5fZrfQwaJLzs0W3P,7.19e-06,10,0.993,-6.931,1,"Dance to the Music - Live at Buxton Opera House, 2004",10,2020-03-13,0.0387,137.037,0.835,2020
147233,0.7709999999999999,Nat King Cole,0.491,190320,0.325,0,0DGEqoZEkpqo3OK7H0LGQv,0.0,5,0.0883,-10.559,1,"Goodnight, Irene, Goodnight",14,1962,0.0277,132.791,0.5479999999999999,1962
88780,0.141,R.E.M.,0.6940000000000001,330933,0.584,0,4FCn9LuUy6unyPSnXVwLq1,0.545,7,0.112,-9.855,1,Bang And Blame,47,1994-09-27,0.0404,120.949,0.444,1994
5430,0.674,張琍敏,0.51,160333,0.406,0,7iqpI02UE6NS0u2VeVZx1U,2.32e-06,4,0.311,-11.713,1,郎如春日風,19,1947-05-01,0.0368,102.838,0.378,1947
91202,0.223,Boys Like Girls,0.508,236680,0.821,0,1MrNveiYvWyKNAMiqn8xS8,0.0,2,0.316,-5.279,1,Thunder,54,2007-08-31,0.0395,75.057,0.463,2007
35861,0.0205,The Groundhogs,0.423,195493,0.377,0,6elQQwy9tDHOvOK5CmBwFC,0.00677,2,0.0911,-10.856,1,A Year In The Life - 2003 Remastered Version,0,2010,0.0394,118.324,0.105,2010
64495,0.0309,Bo Diddley,0.507,177120,0.378,0,30gyTs0Ycve2NqwaQD4CV2,0.007090000000000002,1,0.268,-16.395,1,The Clock Strikes Twelve,19,1959-07-01,0.0365,85.208,0.7020000000000001,1959
173665,0.772,Current Joys,0.44,334902,0.227,0,2CCEFV57TqSizTMyKLKgX5,0.00144,7,0.0951,-15.486,1,Become the Warm Jets,63,2018-03-02,0.0459,132.35399999999998,0.0844,2018
10784,0.8640000000000001,Supertramp,0.664,213236,0.414,0,5z4ljpMLi1LTF8UG9P53fH,0.0367,5,0.0813,-14.113,1,Dreamer,59,1974-09-01,0.0675,147.88299999999995,0.831,1974
19156,0.007759999999999999,"Drake', 'WizKid', 'Kyla",0.792,173987,0.625,0,1zi7xx7UVEFkmKfv06H8x0,0.0018,1,0.329,-5.609,1,One Dance,80,2016-05-06,0.0536,103.967,0.37,2016
173003,0.000875,Alan Walker,0.804,230635,0.758,0,0lMrWcrVXHPEuVBuc0nRzZ,0.331,4,0.125,-4.819,1,Spectre,67,2015-01-06,0.0483,127.946,0.424,2015
33441,0.0849,Maxi Priest,0.7809999999999999,325800,0.478,0,33I3oS8UkebR3KRvqxD9X0,3.93e-06,6,0.0877,-15.427,1,Close To You,53,1990-01-01,0.0561,95.992,0.962,1990
51694,0.159,Zappacosta,0.722,222173,0.6459999999999999,0,4mYVqoiUGkcfZbaNkdnxYo,1.87e-06,9,0.302,-12.025,0,"Overload - From ""Dirty Dancing"" Soundtrack",50,1987-09-24,0.0379,107.82,0.939,1987
19250,0.0863,"DJ Snake', 'Justin Bieber",0.649,205947,0.716,0,0lYBSQXN6rCTvUZvg9S0lU,2.63e-05,8,0.135,-5.371,1,Let Me Love You,81,2016-08-05,0.0349,99.988,0.163,2016
86680,1.4499999999999993e-05,Motörhead,0.165,266947,0.965,0,1aqZruvwQkdNbRFV1rirSt,0.6729999999999999,3,0.224,-4.759,0,Dancing on Your Grave,39,1983-06-04,0.0505,153.135,0.75,1983
50214,0.0543,Edwin Birdsong,0.883,307613,0.701,0,7EVDIXEOFAAvzwu6xk0nUz,0.0213,5,0.189,-11.729,0,Cola Bottle Baby,42,1979-02-01,0.039,116.671,0.93,1979
64754,0.763,Wynton Kelly,0.599,228987,0.322,0,3mseMBgAS8cH9XNJ4WdyR9,0.906,0,0.104,-15.522,0,Surrey With The Fringe On Top,19,1961-01-01,0.0363,129.39,0.337,1961
32369,0.418,Luther Vandross,0.652,317747,0.419,0,0y2O8TW10Pj3fel0Upqa54,0.0,3,0.252,-9.843,1,Wait for Love,43,1985-03-08,0.093,124.187,0.496,1985
37369,0.0398,"Fatman Scoop, DJ Class & The Disco Fries",0.945,221719,0.912,0,4zEfCwJ2emZALaFEGu5jVD,6.77e-06,8,0.0706,-6.938,1,New Years Anthem (Clean Extended 2010 Edit),0,2009-12-16,0.145,127.991,0.586,2009
11140,0.0394,Electric Light Orchestra,0.494,225107,0.5710000000000001,0,0NN32Knbyo4gM1DKY9rdzg,0.000518,2,0.602,-5.862,1,Do Ya,55,1976-09-01,0.0332,124.045,0.7120000000000001,1976
130134,0.964,Peggy Seeger,0.504,106933,0.0128,0,72M8di8susU3HZmd2MwuKS,0.0,10,0.117,-24.406,0,The Wagoner's Lad,4,1955-01-01,0.154,97.208,0.532,1955
85776,0.779,Dire Straits,0.728,350533,0.403,0,02azRC7CeBJbFuMJwHYpou,0.657,11,0.343,-17.788,0,Follow Me Home,27,1979-06-15,0.0436,98.964,0.55,1979
8052,0.97,Gloria Lynne,0.511,166064,0.122,0,0ax6Xt2VFF6gMyPsyWSFeW,0.000229,7,0.431,-13.787,1,Happiness Is a Thing Called Joe,30,1960,0.0386,72.631,0.388,1960
66524,0.364,Free,0.452,346373,0.507,0,0DcwpJL0RT6Y2jSxIumYAT,0.004220000000000001,8,0.175,-11.49,1,Be My Friend,42,1970-01-01,0.0334,130.584,0.513,1970
113106,0.957,"Franz Lehár', 'Nicolai Gedda', 'Otto Ackermann', 'Philharmonia Orchestra",0.234,73427,0.0369,0,18YiKQA9umgwR0XLDJl5QJ,0.569,1,0.505,-30.725,1,"Lehár: Das Land des Lächelns, Act 2: No. 8, Duett, ""Dich sehe ich, und nur dich sehe ich, Lotusblume!"" (Sou-Chong, Lisa)",0,1953,0.0439,117.325,0.126,1953
64699,0.91,Ray Charles,0.578,181373,0.156,0,59Sz3l6T9qTWsa8Smv2ve1,1.47e-06,3,0.114,-14.07,0,I Believe to My Soul,29,1961,0.0348,143.431,0.36,1961
127945,0.166,Эрих Мария Ремарк,0.642,102049,0.171,1,3t4dLWhNwGWIQsL01fdo6x,5.69e-05,1,0.174,-20.693,1,Часть 228.3 & Часть 229.1 - Триумфальная арка,0,1945,0.955,160.222,0.611,1945
157471,0.759,SALES,0.7440000000000001,160000,0.845,0,6axvnGwB3rtoriGI1lPhTz,0.232,4,0.1,-7.4220000000000015,0,Chinese New Year,61,2014-09-22,0.253,75.221,0.7490000000000001,2014
149732,0.0905,Big Star,0.546,193200,0.696,0,61jdCgNdxZ560oIdgoMahS,0.0,2,0.107,-10.241,1,She's A Mover,18,1974,0.0596,113.039,0.487,1974
27574,0.6679999999999999,Charles Aznavour,0.5870000000000001,204787,0.531,0,3PAmkwQ0DsYNU4Z9sGlwiB,0.0,7,0.293,-6.71,1,Je m'voyais déjà,48,1961,0.117,129.988,0.929,1961
123102,0.108,Nemystic,0.632,247680,0.903,0,4O213SLgLRsLC3gtm8Ve2R,0.768,4,0.0595,-6.033,0,So Hard - Remastered,0,2013-07-22,0.0466,124.987,0.7390000000000001,2013
11907,0.282,The Romantics,0.514,175267,0.942,0,4ebcE2SmkG7nplvzFAWRu7,6.6e-05,9,0.17,-8.433,1,What I Like About You,61,1980,0.0502,159.847,0.912,1980
39849,0.994,Francisco Canaro,0.82,158520,0.14,0,5tAYRNf5VtahojFc4s3P9U,0.438,0,0.124,-16.823,1,Don Juan Malevo - Instrumental (Remasterizado),0,1927-09-16,0.319,117.938,0.73,1927
31890,0.486,Zapp,0.855,297360,0.831,0,6LnFAJNFCNgXxHN4u19TVq,0.0859,9,0.179,-5.981,1,Doo Wa Ditty - Blow That Thing,37,1982-07-14,0.0678,113.195,0.877,1982
81772,0.19,Ricky Nelson,0.598,141600,0.6409999999999999,0,2X2XeD6Sae5MyxocujI4qP,0.0167,8,0.0627,-10.06,1,You Tear Me Up - Remastered,20,1959-01-01,0.0318,152.217,0.977,1959
120730,0.0674,Tom Petty and the Heartbreakers,0.442,221000,0.873,0,3m8w70z3xjmSjpc30Bn2T2,2.4e-05,4,0.925,-7.436,1,Out In The Cold,34,1991-01-01,0.0501,148.484,0.539,1991
46302,0.877,Marty Robbins,0.502,114373,0.236,0,6HbYEBYX06f1uy71M6MMkl,0.0,11,0.116,-13.753,1,This Peaceful Sod,21,1960-07-18,0.0319,88.458,0.542,1960
33835,0.266,Vince Vance & The Valiants,0.406,227840,0.476,0,7mrSbcJB3205ftbbSMTyYK,1.73e-05,9,0.087,-8.449,1,All I Want for Christmas Is You,45,1992,0.0252,108.795,0.44,1992
117913,0.475,Rosemary Clooney,0.552,157227,0.211,0,1I0KwaoGH86u2oeSIU0TuW,0.0,8,0.081,-14.337,1,Hey There,29,1977-01-01,0.0592,121.135,0.409,1977
134994,0.284,DEVO,0.823,208987,0.945,0,287sY3xneZHgr0qKMhGOYR,0.013,0,0.0702,-8.342,1,Freedom of Choice - Remastered,25,1980-05-15,0.0331,140.262,0.96,1980
172202,0.006490000000000001,Taco,0.866,281815,0.28300000000000003,0,6cmxI2Fk7M18wxUvpHVcMT,0.0222,9,0.0411,-12.380999999999998,0,Puttin’ On The Ritz,6,2010-12-21,0.0614,98.881,0.691,2010
94113,0.425,"Georgette Heyer', 'Irina Salkow",0.7190000000000001,124592,0.14400000000000002,0,6aojaW2mYG9Y8MWMZkQhe1,0.0,9,0.231,-19.752,0,Kapitel 130 - Der Page und die Herzogin,1,1926,0.918,128.336,0.366,1926
74696,0.0488,"David Guetta', 'Nicki Minaj",0.705,199680,0.794,0,6JOlNkT0QdHeZB0wPbI9IR,0.0,8,0.575,-2.266,1,Turn Me On (feat. Nicki Minaj),55,2011-08-26,0.0593,127.961,0.412,2011
172219,2.860000000000001e-05,Foo Fighters,0.42,286467,0.914,0,0bHD1nLe7Nhw55ZGJ92332,0.0282,6,0.22,-4.322,0,Bridge Burning,57,2011-04-12,0.043,170.199,0.301,2011
24398,0.488,Эрих Мария Ремарк,0.687,109700,0.22,1,07YlHHF0co4pNpt5JWMPJL,5.08e-05,2,0.13699999999999998,-18.606,0,Часть 67.2 - Триумфальная арка,0,1945,0.919,100.916,0.5529999999999999,1945
121462,0.5379999999999999,Vangelis,0.471,327533,0.363,0,2lwbjZkzcDkMSf0a4o0Ax1,0.784,11,0.108,-18.672,0,Wait for Me,44,1994-06-06,0.0359,157.834,0.172,1994
21157,0.0277,Эрих Мария Ремарк,0.706,106807,0.24,1,1rfqXlCnyEV2CbZNhaWFlT,0.0,11,0.35600000000000004,-20.873,0,Часть 96.2 & Часть 97.1 - На Западном фронте без перемен,0,1929,0.951,131.981,0.705,1929
33655,0.00244,Vilma Palma e Vampiros,0.6809999999999999,281933,0.918,0,1x6bkwDyWIOZNFY5blRSs1,0.000535,9,0.119,-4.83,0,La Pachanga,64,1991,0.0508,105.031,0.551,1991
64712,0.718,Frankie Laine,0.525,157227,0.368,0,3m6w8DF9hQcqPQdSat0Nxu,0.0,5,0.128,-14.697,1,Wanted Man,22,1961-03-20,0.121,172.81900000000005,0.77,1961
6265,0.875,"Les Paul', 'Mary Ford",0.3,179467,0.379,0,6afQyDHXp0KCyw1O6tSdeG,0.000136,8,0.206,-9.741,1,Smoke Rings,44,1952-01-01,0.0503,71.309,0.221,1952
171338,0.000118,Rise Against,0.443,227707,0.984,0,2r1yo1u0PHegpetacdrHh2,0.000593,1,0.0782,-3.794,0,Ready To Fall,46,2006-01-01,0.077,128.577,0.484,2006
57205,0.00102,"Armin van Buuren', 'Laura Jansen', 'Bobina",0.507,116839,0.95,0,6rRz8htI3abzt7kvWQRqh1,0.501,4,0.0774,-6.742000000000001,1,Sound Of The Drums (Mix Cut) - Bobina Remix,3,2014-12-19,0.0384,131.22799999999998,0.598,2014
109092,0.1,Justin Timberlake,0.449,331133,0.633,0,4pEaGoTSSU7YKu4hqor9Na,0.0,2,0.301,-6.9170000000000025,1,Drink You Away,55,2013-09-27,0.121,105.348,0.545,2013
163846,0.588,Allman Brothers Band,0.336,303521,0.411,0,1gyFypTN14IzJBE6vpzWwq,0.00365,4,0.224,-13.638,1,It's Not My Cross To Bear,18,1969-11-04,0.0406,129.72799999999998,0.34,1969
54110,0.0543,Control Machete,0.8320000000000001,253880,0.833,0,2KUuvz45mQcuNdyB2x196e,0.00115,0,0.392,-5.183,1,Si Señor,44,1999-01-01,0.225,94.01,0.72,1999
54174,0.0352,South Park Mexican,0.6920000000000001,313360,0.588,1,6yMMNqZ2bbzY2yuaml0lpA,0.159,4,0.219,-5.954,0,The 3rd Wish,44,1999-11-23,0.0318,119.97,0.23,1999
113421,0.98,"Larry Carr', 'Bethe Douglas",0.546,171526,0.224,0,0IuY7b6UFijUgv8JL2oSg3,0.0,3,0.126,-11.984000000000002,0,Isn't This a Lovely Day,0,1954-04-22,0.0385,126.756,0.51,1954
27004,0.7140000000000001,"Louis Prima', 'Sam Butera & The Witnesses",0.505,224667,0.589,0,6uiYukMvhbxwML62BIvLxh,0.229,5,0.921,-12.616,1,Love of My Life (O Sole Mio) - Live / Remastered 1999,30,1958-05-01,0.235,100.351,0.762,1958
138168,0.835,Kit Chan,0.6579999999999999,265907,0.416,0,5kSnQWC7k7LCe650Td0sxI,0.0,6,0.122,-8.22,1,喜欢你,48,1996-06-04,0.0416,119.941,0.273,1996
89482,0.384,Maxwell,0.622,278067,0.5720000000000001,0,549NLPvel0Hq2PcBZdGsUJ,1.17e-05,1,0.523,-9.16,1,Matrimony: Maybe You - Remastered 2018,43,1998-06-30,0.153,96.073,0.342,1998
95481,0.389,Эрих Мария Ремарк,0.7120000000000001,99087,0.197,1,36KtM1USRGg58acfyRDZSJ,1.24e-06,1,0.0872,-18.689,1,Часть 200.4 & Часть 201.1 - Триумфальная арка,0,1945,0.934,75.73,0.7040000000000001,1945
72693,0.0127,Angelize Project,0.409,290200,0.813,0,0xJddOrFVPYEuTwik82CmJ,0.000118,4,0.0898,-5.533,0,After 2000 Years,0,2009-07-01,0.0624,139.67700000000002,0.275,2009
152113,0.327,Glenn Medeiros,0.61,266893,0.485,0,0EjkSXPIm1WfCjMrgEpZlH,0.0,2,0.071,-12.005,1,Lonely Won't Leave Me Alone,37,1986-01-01,0.029,130.945,0.507,1986
65258,0.84,Eddy Arnold,0.6920000000000001,125507,0.312,0,2YYq6Xkg36LEKiXfMJIJEv,4.18e-06,10,0.0969,-13.695,1,Leanin' on the Old Top Rail,21,1963-11-19,0.0299,102.282,0.649,1963
131007,0.99,Ella Fitzgerald,0.339,145813,0.0346,0,6vyU3A1YcB0MrD4kIHekLc,0.00257,0,0.142,-20.938,1,Reach For Tomorrow,17,1960-06-01,0.0382,58.221,0.187,1960
61577,0.995,Bechu Dutta,0.382,193760,0.127,0,1YtZ0jwbg17CUXNWdN2MNQ,0.16899999999999998,8,0.0994,-14.703,1,Nidhara Aaj Raate Gaay Papiya,0,1945-12-01,0.0458,81.502,0.619,1945
61397,0.996,Sadhana Bose,0.622,174412,0.0253,0,6zBASQB8DU2EaloCpxl13x,0.764,11,0.0944,-18.93,0,Naina Panghat Bhaye Hamare,0,1944-03-31,0.171,65.01,0.644,1944
21939,0.853,Billie Holiday,0.688,157480,0.305,0,0KxCSA6VCQaJlSN7Qfh2Zb,1.98e-05,6,0.213,-11.748,0,"Me, Myself and I - Take 1",9,1933,0.0815,155.71200000000005,0.838,1933
21458,0.993,Roza Eskenazi,0.449,198693,0.419,0,0uc9RWGWVGVf7C8Mc523Pn,0.000682,6,0.106,-10.98,0,Giati Foumaro Kokaini,0,1930-01-01,0.0327,83.535,0.503,1930
